event_id,sportradar_id,book,league,ds
1007841151,28159776,"kambi","serie_a",2021-08-04
1007841143,28159792,"kambi","serie_a",2021-08-04
1007841144,28159790,"kambi","serie_a",2021-08-04
1007841152,28159774,"kambi","serie_a",2021-08-04
1007841148,28159782,"kambi","serie_a",2021-08-04
1007841150,28159778,"kambi","serie_a",2021-08-04
1007841149,28159780,"kambi","serie_a",2021-08-04
1007841145,28159788,"kambi","serie_a",2021-08-04
1007841147,28159784,"kambi","serie_a",2021-08-04
"club-brugge-cercle-brugge-202108062045",27649198,"ladbrokes","jupiler_pro_league",2021-08-04
"kfco-beerschot-wilrijk-union-saint-gilloise-202108071615",27649200,"ladbrokes","jupiler_pro_league",2021-08-04
"mechelen-eupen-202108071830",27649202,"ladbrokes","jupiler_pro_league",2021-08-04
"st-46-truidense-vv-zulte-waregem-202108071830",27649204,"ladbrokes","jupiler_pro_league",2021-08-04
"kortrijk-genk-202108072045",27649206,"ladbrokes","jupiler_pro_league",2021-08-04
"standard-liegi-anversa-202108081330",27649208,"ladbrokes","jupiler_pro_league",2021-08-04
"oh-leuven-royal-charleroi-202108081600",27649210,"ladbrokes","jupiler_pro_league",2021-08-04
"anderlecht-rfc-seraing-202108081830",27649212,"ladbrokes","jupiler_pro_league",2021-08-04
"oostende-gent-202108082100",27649214,"ladbrokes","jupiler_pro_league",2021-08-04
"borussia-monchengladbach-bayern-monaco-202108132030",27883088,"ladbrokes","bundesliga",2021-08-04
"arminia-bielefeld-friburgo-202108141530",27883102,"ladbrokes","bundesliga",2021-08-04
"augsburg-hoffenheim-202108141530",27883100,"ladbrokes","bundesliga",2021-08-04
"stoccarda-greuther-furth-202108141530",27883096,"ladbrokes","bundesliga",2021-08-04
"union-berlino-bayer-leverkusen-202108141530",27883094,"ladbrokes","bundesliga",2021-08-04
"wolfsburg-bochum-202108141530",27883092,"ladbrokes","bundesliga",2021-08-04
"borussia-dortmund-eintracht-francoforte-202108141830",27883090,"ladbrokes","bundesliga",2021-08-04
"mainz-lipsia-202108151530",27883098,"ladbrokes","bundesliga",2021-08-04
"colonia-hertha-berlino-202108151730",27883104,"ladbrokes","bundesliga",2021-08-04
"valencia-getafe-cf-202108132100",27964616,"ladbrokes","la_liga",2021-08-04
"osasuna-espanyol-202108141700",27964608,"ladbrokes","la_liga",2021-08-04
"cadiz-levante-202108141930",27964604,"ladbrokes","la_liga",2021-08-04
"maiorca-real-betis-202108141930",27964602,"ladbrokes","la_liga",2021-08-04
"alaves-real-madrid-202108142200",27964594,"ladbrokes","la_liga",2021-08-04
"celta-vigo-atletico-madrid-202108151730",27964600,"ladbrokes","la_liga",2021-08-04
"barcellona-real-sociedad-202108152000",27964596,"ladbrokes","la_liga",2021-08-04
"siviglia-rayo-vallecano-202108152215",27964610,"ladbrokes","la_liga",2021-08-04
"villarreal-granada-202108162000",27964618,"ladbrokes","la_liga",2021-08-04
"elche-athletic-bilbao-202108162200",27964620,"ladbrokes","la_liga",2021-08-04
"monaco-nantes-202108062100",27884712,"ladbrokes","ligue_1",2021-08-04
"lione-brest-202108071700",27884708,"ladbrokes","ligue_1",2021-08-04
"troyes-paris-saint-germain-202108072100",27884724,"ladbrokes","ligue_1",2021-08-04
"rennes-lens-202108081300",27884718,"ladbrokes","ligue_1",2021-08-04
"bordeaux-clermont-foot-202108081500",27884706,"ladbrokes","ligue_1",2021-08-04
"nizza-reims-202108081500",27884716,"ladbrokes","ligue_1",2021-08-04
"saint-etienne-lorient-202108081500",27884720,"ladbrokes","ligue_1",2021-08-04
"strasburgo-angers-202108081500",27884722,"ladbrokes","ligue_1",2021-08-04
"metz-lille-202108081700",27884710,"ladbrokes","ligue_1",2021-08-04
"montpellier-olympique-marsiglia-202108082045",27884714,"ladbrokes","ligue_1",2021-08-04
"brentford-arsenal-fc-202108132100",27751052,"ladbrokes","premier_league",2021-08-04
"manchester-united-fc-leeds-202108141330",27751062,"ladbrokes","premier_league",2021-08-04
"burnley-brighton-202108141600",27751054,"ladbrokes","premier_league",2021-08-04
"chelsea-crystal-palace-202108141600",27751056,"ladbrokes","premier_league",2021-08-04
"everton-fc-southampton-202108141600",27751058,"ladbrokes","premier_league",2021-08-04
"leicester-city-fc-wolverhampton-202108141600",27751060,"ladbrokes","premier_league",2021-08-04
"watford-aston-villa-202108141600",27751070,"ladbrokes","premier_league",2021-08-04
"norwich-liverpool-202108141830",27751066,"ladbrokes","premier_league",2021-08-04
"newcastle-united-fc-west-ham-united-fc-202108151500",27751064,"ladbrokes","premier_league",2021-08-04
"tottenham-hotspur-fc-manchester-city-fc-202108151730",27751068,"ladbrokes","premier_league",2021-08-04
"hellas-verona-sassuolo-202108211830",28159780,"ladbrokes","serie_a",2021-08-04
"inter-genoa-202108211830",28159782,"ladbrokes","serie_a",2021-08-04
"empoli-lazio-202108212045",28159778,"ladbrokes","serie_a",2021-08-04
"torino-atalanta-202108212045",28159790,"ladbrokes","serie_a",2021-08-04
"bologna-salernitana-202108221830",28159774,"ladbrokes","serie_a",2021-08-04
"udinese-juventus-202108221830",28159792,"ladbrokes","serie_a",2021-08-04
"napoli-venezia-202108222045",28159784,"ladbrokes","serie_a",2021-08-04
"roma-fiorentina-202108222045",28159786,"ladbrokes","serie_a",2021-08-04
"cagliari-spezia-202108231830",28159776,"ladbrokes","serie_a",2021-08-04
"sampdoria-milan-202108232045",28159788,"ladbrokes","serie_a",2021-08-04
"9668597","27883088","meridian","bundesliga",2021-08-04
"9668596","27883092","meridian","bundesliga",2021-08-04
"9668607","27883096","meridian","bundesliga",2021-08-04
"9668610","27883094","meridian","bundesliga",2021-08-04
"9668668","27883100","meridian","bundesliga",2021-08-04
"9668671","27883102","meridian","bundesliga",2021-08-04
"9668599","27883090","meridian","bundesliga",2021-08-04
"9668647","27883098","meridian","bundesliga",2021-08-04
"9668679","27883104","meridian","bundesliga",2021-08-04
"9668759","27883108","meridian","bundesliga",2021-08-04
"9668796","27883120","meridian","bundesliga",2021-08-04
"9668777","27883110","meridian","bundesliga",2021-08-04
"9668795","27883122","meridian","bundesliga",2021-08-04
"9668778","27883114","meridian","bundesliga",2021-08-04
"9668779","27883118","meridian","bundesliga",2021-08-04
"9668781","27883112","meridian","bundesliga",2021-08-04
"9668784","27883116","meridian","bundesliga",2021-08-04
"9668725","27883106","meridian","bundesliga",2021-08-04
"9537436","83872","meridian","bundesliga",2021-08-04
"9808649","27649198","meridian","jupiler_pro_league",2021-08-04
"9808655","27649200","meridian","jupiler_pro_league",2021-08-04
"9808652","27649204","meridian","jupiler_pro_league",2021-08-04
"9808653","27649202","meridian","jupiler_pro_league",2021-08-04
"9808661","27649206","meridian","jupiler_pro_league",2021-08-04
"9808650","27649208","meridian","jupiler_pro_league",2021-08-04
"9808654","27649210","meridian","jupiler_pro_league",2021-08-04
"9808651","27649212","meridian","jupiler_pro_league",2021-08-04
"9808656","27649214","meridian","jupiler_pro_league",2021-08-04
"9681146","84134","meridian","jupiler_pro_league",2021-08-04
"9687963","27964616","meridian","la_liga",2021-08-04
"9687950","27964608","meridian","la_liga",2021-08-04
"9687948","27964604","meridian","la_liga",2021-08-04
"9687949","27964602","meridian","la_liga",2021-08-04
"9687927","27964594","meridian","la_liga",2021-08-04
"9687926","27964600","meridian","la_liga",2021-08-04
"9687954","27964596","meridian","la_liga",2021-08-04
"9690562","27964610","meridian","la_liga",2021-08-04
"9687947","27964618","meridian","la_liga",2021-08-04
"9687951","27964620","meridian","la_liga",2021-08-04
"9644610","84048","meridian","la_liga",2021-08-04
"9664534","27884712","meridian","ligue_1",2021-08-04
"9664521","27884708","meridian","ligue_1",2021-08-04
"9664524","27884724","meridian","ligue_1",2021-08-04
"9664532","27884718","meridian","ligue_1",2021-08-04
"9664523","27884722","meridian","ligue_1",2021-08-04
"9664526","27884720","meridian","ligue_1",2021-08-04
"9664528","27884706","meridian","ligue_1",2021-08-04
"9664531","27884716","meridian","ligue_1",2021-08-04
"9664529","27884710","meridian","ligue_1",2021-08-04
"9664522","27884714","meridian","ligue_1",2021-08-04
"9825151","27884736","meridian","ligue_1",2021-08-04
"9825149","27884734","meridian","ligue_1",2021-08-04
"9825161","27884742","meridian","ligue_1",2021-08-04
"9825147","27884726","meridian","ligue_1",2021-08-04
"9825146","27884730","meridian","ligue_1",2021-08-04
"9825150","27884740","meridian","ligue_1",2021-08-04
"9825160","27884728","meridian","ligue_1",2021-08-04
"9825162","27884744","meridian","ligue_1",2021-08-04
"9825163","27884732","meridian","ligue_1",2021-08-04
"9825159","27884738","meridian","ligue_1",2021-08-04
"9567438","83972","meridian","ligue_1",2021-08-04
"9620266","27751052","meridian","premier_league",2021-08-04
"9620207","27751062","meridian","premier_league",2021-08-04
"9620206","27751070","meridian","premier_league",2021-08-04
"9620208","27751058","meridian","premier_league",2021-08-04
"9620210","27751056","meridian","premier_league",2021-08-04
"9620235","27751054","meridian","premier_league",2021-08-04
"9620247","27751060","meridian","premier_league",2021-08-04
"9620248","27751066","meridian","premier_league",2021-08-04
"9620236","27751064","meridian","premier_league",2021-08-04
"9620209","27751068","meridian","premier_league",2021-08-04
"9504826","83706","meridian","premier_league",2021-08-04
"9751429","28159780","meridian","serie_a",2021-08-04
"9751434","28159782","meridian","serie_a",2021-08-04
"9751433","28159778","meridian","serie_a",2021-08-04
"9751438","28159790","meridian","serie_a",2021-08-04
"9751432","28159774","meridian","serie_a",2021-08-04
"9751440","28159792","meridian","serie_a",2021-08-04
"9751428","28159786","meridian","serie_a",2021-08-04
"9751435","28159784","meridian","serie_a",2021-08-04
"9751442","28159776","meridian","serie_a",2021-08-04
"9751436","28159788","meridian","serie_a",2021-08-04
"9571967","83944","meridian","serie_a",2021-08-04
"23509684","27883088","sbtech","bundesliga",2021-08-04
"23509685","27883090","sbtech","bundesliga",2021-08-04
"23509690","27883092","sbtech","bundesliga",2021-08-04
"23509691","27883094","sbtech","bundesliga",2021-08-04
"23509692","27883096","sbtech","bundesliga",2021-08-04
"23509697","27883098","sbtech","bundesliga",2021-08-04
"23509698","27883100","sbtech","bundesliga",2021-08-04
"23509699","27883102","sbtech","bundesliga",2021-08-04
"23509700","27883104","sbtech","bundesliga",2021-08-04
"90551310",,"sbtech","bundesliga",2021-08-04
"90551413",,"sbtech","bundesliga",2021-08-04
"90551910",,"sbtech","bundesliga",2021-08-04
"90552606",,"sbtech","bundesliga",2021-08-04
"23861959","27649198","sbtech","jupiler_pro_league",2021-08-04
"23861960","27649200","sbtech","jupiler_pro_league",2021-08-04
"23861961","27649204","sbtech","jupiler_pro_league",2021-08-04
"23861962","27649202","sbtech","jupiler_pro_league",2021-08-04
"23861963","27649206","sbtech","jupiler_pro_league",2021-08-04
"23861964","27649208","sbtech","jupiler_pro_league",2021-08-04
"23861965","27649210","sbtech","jupiler_pro_league",2021-08-04
"23861966","27649212","sbtech","jupiler_pro_league",2021-08-04
"23861967","27649214","sbtech","jupiler_pro_league",2021-08-04
"23945547","27649216","sbtech","jupiler_pro_league",2021-08-04
"23945548","27649218","sbtech","jupiler_pro_league",2021-08-04
"23945552","27649222","sbtech","jupiler_pro_league",2021-08-04
"23945696","27649220","sbtech","jupiler_pro_league",2021-08-04
"23945697","27649224","sbtech","jupiler_pro_league",2021-08-04
"23945698","27649226","sbtech","jupiler_pro_league",2021-08-04
"23945699","27649228","sbtech","jupiler_pro_league",2021-08-04
"23945732","27649230","sbtech","jupiler_pro_league",2021-08-04
"23945733","27649232","sbtech","jupiler_pro_league",2021-08-04
"23525848","27964616","sbtech","la_liga",2021-08-04
"23525849","27964594","sbtech","la_liga",2021-08-04
"23525850","27964596","sbtech","la_liga",2021-08-04
"23525851","27964608","sbtech","la_liga",2021-08-04
"23525852","27964600","sbtech","la_liga",2021-08-04
"23525853","27964604","sbtech","la_liga",2021-08-04
"23525854","27964618","sbtech","la_liga",2021-08-04
"23525855","27964602","sbtech","la_liga",2021-08-04
"23525856","27964620","sbtech","la_liga",2021-08-04
"23534949","27964610","sbtech","la_liga",2021-08-04
"93060326",,"sbtech","la_liga",2021-08-04
"93061145",,"sbtech","la_liga",2021-08-04
"93061347",,"sbtech","la_liga",2021-08-04
"93061350",,"sbtech","la_liga",2021-08-04
"23526129","1946643","sbtech","ligue_1",2021-08-04
"23526130","1946311","sbtech","ligue_1",2021-08-04
"23526131","1946599","sbtech","ligue_1",2021-08-04
"23526132","1946601","sbtech","ligue_1",2021-08-04
"23526133","1946123","sbtech","ligue_1",2021-08-04
"23526134","1946075","sbtech","ligue_1",2021-08-04
"23526135","1946641","sbtech","ligue_1",2021-08-04
"23526136","1946073","sbtech","ligue_1",2021-08-04
"23526138","1946077","sbtech","ligue_1",2021-08-04
"23526140","1946639","sbtech","ligue_1",2021-08-04
"23888523","27884726","sbtech","ligue_1",2021-08-04
"23888524","27884730","sbtech","ligue_1",2021-08-04
"23888525","27884734","sbtech","ligue_1",2021-08-04
"23888526","27884736","sbtech","ligue_1",2021-08-04
"23888527","27884740","sbtech","ligue_1",2021-08-04
"23888539","27884728","sbtech","ligue_1",2021-08-04
"23888540","27884732","sbtech","ligue_1",2021-08-04
"23888541","27884738","sbtech","ligue_1",2021-08-04
"23888542","27884742","sbtech","ligue_1",2021-08-04
"23888543","27884744","sbtech","ligue_1",2021-08-04
"93936532",,"sbtech","ligue_1",2021-08-04
"94032336",,"sbtech","ligue_1",2021-08-04
"94359754",,"sbtech","ligue_1",2021-08-04
"23364163","27751052","sbtech","premier_league",2021-08-04
"23364164","27751070","sbtech","premier_league",2021-08-04
"23364165","27751068","sbtech","premier_league",2021-08-04
"23364166","27751066","sbtech","premier_league",2021-08-04
"23364167","27751064","sbtech","premier_league",2021-08-04
"23364168","27751062","sbtech","premier_league",2021-08-04
"23364169","27751060","sbtech","premier_league",2021-08-04
"23364170","27751058","sbtech","premier_league",2021-08-04
"23364171","27751056","sbtech","premier_league",2021-08-04
"23364172","27751054","sbtech","premier_league",2021-08-04
"88109564",,"sbtech","premier_league",2021-08-04
"90545187",,"sbtech","premier_league",2021-08-04
"90545251",,"sbtech","premier_league",2021-08-04
"90545326",,"sbtech","premier_league",2021-08-04
"90546997",,"sbtech","premier_league",2021-08-04
"90547072",,"sbtech","premier_league",2021-08-04
"90547120",,"sbtech","premier_league",2021-08-04
"90547143",,"sbtech","premier_league",2021-08-04
"90547219",,"sbtech","premier_league",2021-08-04
"90547524",,"sbtech","premier_league",2021-08-04
"90547694",,"sbtech","premier_league",2021-08-04
"90548023",,"sbtech","premier_league",2021-08-04
"90548105",,"sbtech","premier_league",2021-08-04
"90548381",,"sbtech","premier_league",2021-08-04
"94383992",,"sbtech","premier_league",2021-08-04
"23706697","28159774","sbtech","serie_a",2021-08-04
"23706698","28159776","sbtech","serie_a",2021-08-04
"23706699","28159778","sbtech","serie_a",2021-08-04
"23706700","28159780","sbtech","serie_a",2021-08-04
"23706701","28159782","sbtech","serie_a",2021-08-04
"23706702","28159784","sbtech","serie_a",2021-08-04
"23706703","28159786","sbtech","serie_a",2021-08-04
"23706704","28159788","sbtech","serie_a",2021-08-04
"23706705","28159790","sbtech","serie_a",2021-08-04
"23706706","28159792","sbtech","serie_a",2021-08-04
"93936778",,"sbtech","serie_a",2021-08-04
1355598450,27883092,"pinnacle","bundesliga",2021-08-04
1355598455,27883090,"pinnacle","bundesliga",2021-08-04
1355598452,27883098,"pinnacle","bundesliga",2021-08-04
1355598449,27883096,"pinnacle","bundesliga",2021-08-04
1355598448,27883088,"pinnacle","bundesliga",2021-08-04
1355598451,27883094,"pinnacle","bundesliga",2021-08-04
1355598456,27883100,"pinnacle","bundesliga",2021-08-04
1355598457,27883104,"pinnacle","bundesliga",2021-08-04
1355598458,27883102,"pinnacle","bundesliga",2021-08-04
1371525821,27649204,"pinnacle","jupiler_pro_league",2021-08-04
1372262885,27649214,"pinnacle","jupiler_pro_league",2021-08-04
1372163745,27649212,"pinnacle","jupiler_pro_league",2021-08-04
1372047790,27649210,"pinnacle","jupiler_pro_league",2021-08-04
1371525819,27649202,"pinnacle","jupiler_pro_league",2021-08-04
1371949611,27649208,"pinnacle","jupiler_pro_league",2021-08-04
1371154190,27649198,"pinnacle","jupiler_pro_league",2021-08-04
1371612199,27649206,"pinnacle","jupiler_pro_league",2021-08-04
1371482246,27649200,"pinnacle","jupiler_pro_league",2021-08-04
1356433517,27964608,"pinnacle","la_liga",2021-08-04
1356433518,27964620,"pinnacle","la_liga",2021-08-04
1356423391,27964596,"pinnacle","la_liga",2021-08-04
1356433556,27964604,"pinnacle","la_liga",2021-08-04
1356433559,27964610,"pinnacle","la_liga",2021-08-04
1356433519,27964616,"pinnacle","la_liga",2021-08-04
1356433558,27964618,"pinnacle","la_liga",2021-08-04
1356433540,27964602,"pinnacle","la_liga",2021-08-04
1356423393,27964600,"pinnacle","la_liga",2021-08-04
1356463997,27884722,"pinnacle","ligue_1",2021-08-04
1372002648,27884744,"pinnacle","ligue_1",2021-08-04
1356463999,27884716,"pinnacle","ligue_1",2021-08-04
1372002642,27884736,"pinnacle","ligue_1",2021-08-04
1372002651,27884728,"pinnacle","ligue_1",2021-08-04
1372002645,27884732,"pinnacle","ligue_1",2021-08-04
1356463996,27884724,"pinnacle","ligue_1",2021-08-04
1372002637,27884734,"pinnacle","ligue_1",2021-08-04
1356441743,27884706,"pinnacle","ligue_1",2021-08-04
1372002649,27884730,"pinnacle","ligue_1",2021-08-04
1356463998,27884718,"pinnacle","ligue_1",2021-08-04
1372002641,27884740,"pinnacle","ligue_1",2021-08-04
1372002643,27884726,"pinnacle","ligue_1",2021-08-04
1356441761,27884708,"pinnacle","ligue_1",2021-08-04
1372002647,27884742,"pinnacle","ligue_1",2021-08-04
1356464001,27884714,"pinnacle","ligue_1",2021-08-04
1356464000,27884720,"pinnacle","ligue_1",2021-08-04
1356441733,27884710,"pinnacle","ligue_1",2021-08-04
1372002640,27884738,"pinnacle","ligue_1",2021-08-04
1356464002,27884712,"pinnacle","ligue_1",2021-08-04
1348161208,27751056,"pinnacle","premier_league",2021-08-04
1348161214,27751054,"pinnacle","premier_league",2021-08-04
1348161206,27751064,"pinnacle","premier_league",2021-08-04
1348161211,27751068,"pinnacle","premier_league",2021-08-04
1348161209,27751066,"pinnacle","premier_league",2021-08-04
1348161205,27751058,"pinnacle","premier_league",2021-08-04
1348161215,27751060,"pinnacle","premier_league",2021-08-04
1348161212,27751062,"pinnacle","premier_league",2021-08-04
1348161213,27751052,"pinnacle","premier_league",2021-08-04
1348161207,27751070,"pinnacle","premier_league",2021-08-04
1363596804,28159792,"pinnacle","serie_a",2021-08-04
1363596808,28159790,"pinnacle","serie_a",2021-08-04
1363596805,28159784,"pinnacle","serie_a",2021-08-04
1363596806,28159782,"pinnacle","serie_a",2021-08-04
1363596810,28159786,"pinnacle","serie_a",2021-08-04
1363596812,28159776,"pinnacle","serie_a",2021-08-04
1363596811,28159780,"pinnacle","serie_a",2021-08-04
1363596829,28159778,"pinnacle","serie_a",2021-08-04
1363596809,28159788,"pinnacle","serie_a",2021-08-04
18230610,27883116,"bcapps","bundesliga",2021-08-04
18230611,27883106,"bcapps","bundesliga",2021-08-04
18230612,27883110,"bcapps","bundesliga",2021-08-04
18230613,27883112,"bcapps","bundesliga",2021-08-04
18230614,27883114,"bcapps","bundesliga",2021-08-04
18230615,27883108,"bcapps","bundesliga",2021-08-04
18230616,27883120,"bcapps","bundesliga",2021-08-04
18230617,27883118,"bcapps","bundesliga",2021-08-04
18230618,27883122,"bcapps","bundesliga",2021-08-04
18230619,27883104,"bcapps","bundesliga",2021-08-04
18230620,27883092,"bcapps","bundesliga",2021-08-04
18230621,27883094,"bcapps","bundesliga",2021-08-04
18230622,27883102,"bcapps","bundesliga",2021-08-04
18230623,27883098,"bcapps","bundesliga",2021-08-04
18230624,27883096,"bcapps","bundesliga",2021-08-04
18230625,27883100,"bcapps","bundesliga",2021-08-04
18230626,27883090,"bcapps","bundesliga",2021-08-04
18230627,27883088,"bcapps","bundesliga",2021-08-04
18373468,27649212,"bcapps","jupiler_pro_league",2021-08-04
18373469,27649210,"bcapps","jupiler_pro_league",2021-08-04
18373470,27649208,"bcapps","jupiler_pro_league",2021-08-04
18373471,27649206,"bcapps","jupiler_pro_league",2021-08-04
18373472,27649204,"bcapps","jupiler_pro_league",2021-08-04
18373473,27649202,"bcapps","jupiler_pro_league",2021-08-04
18373474,27649200,"bcapps","jupiler_pro_league",2021-08-04
18373475,27649198,"bcapps","jupiler_pro_league",2021-08-04
18375784,27649214,"bcapps","jupiler_pro_league",2021-08-04
18239707,27964608,"bcapps","la_liga",2021-08-04
18242506,27964610,"bcapps","la_liga",2021-08-04
18239024,27964600,"bcapps","la_liga",2021-08-04
18239056,27964596,"bcapps","la_liga",2021-08-04
18239084,27964616,"bcapps","la_liga",2021-08-04
18239183,27964620,"bcapps","la_liga",2021-08-04
18239307,27964604,"bcapps","la_liga",2021-08-04
18239320,27964602,"bcapps","la_liga",2021-08-04
18257427,27884706,"bcapps","ligue_1",2021-08-04
18391874,27884730,"bcapps","ligue_1",2021-08-04
18391875,27884728,"bcapps","ligue_1",2021-08-04
18391877,27884736,"bcapps","ligue_1",2021-08-04
18391879,27884732,"bcapps","ligue_1",2021-08-04
18391880,27884726,"bcapps","ligue_1",2021-08-04
18391885,27884744,"bcapps","ligue_1",2021-08-04
18391886,27884740,"bcapps","ligue_1",2021-08-04
18391887,27884742,"bcapps","ligue_1",2021-08-04
18239189,27884722,"bcapps","ligue_1",2021-08-04
18239190,27884708,"bcapps","ligue_1",2021-08-04
18239191,27884710,"bcapps","ligue_1",2021-08-04
18239193,27884718,"bcapps","ligue_1",2021-08-04
18239195,27884712,"bcapps","ligue_1",2021-08-04
18239196,27884720,"bcapps","ligue_1",2021-08-04
18239203,27884724,"bcapps","ligue_1",2021-08-04
18165369,27751052,"bcapps","premier_league",2021-08-04
18165377,27751056,"bcapps","premier_league",2021-08-04
18165378,27751058,"bcapps","premier_league",2021-08-04
18165379,27751060,"bcapps","premier_league",2021-08-04
18165380,27751062,"bcapps","premier_league",2021-08-04
18165381,27751064,"bcapps","premier_league",2021-08-04
18165382,27751066,"bcapps","premier_league",2021-08-04
18165383,27751068,"bcapps","premier_league",2021-08-04
18165384,27751070,"bcapps","premier_league",2021-08-04
18165388,27751054,"bcapps","premier_league",2021-08-04
18329994,28159792,"bcapps","serie_a",2021-08-04
18329995,28159786,"bcapps","serie_a",2021-08-04
18329996,28159776,"bcapps","serie_a",2021-08-04
18329998,28159788,"bcapps","serie_a",2021-08-04
18329999,28159778,"bcapps","serie_a",2021-08-04
18330000,28159790,"bcapps","serie_a",2021-08-04
18330001,28159780,"bcapps","serie_a",2021-08-04
18330002,28159782,"bcapps","serie_a",2021-08-04
18330003,28159784,"bcapps","serie_a",2021-08-04
